Original Text,Extracted Laws
"1. 범죄사실에 대한 해당법조

특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(업무상과  실치상  후  도주의  점,  벌금형  선택),  도로교통법  제148조의2  제1항  제2호,  제44조   제2항(음주측정불응의 점, 벌금형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장유치

형법 제70조, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항

이상의 이유로 주문과 같이 판결한다.","도로교통법 148조, 형법 268조, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제152조 제1호, 제43조(징역형 선택)

1. 누범가중

형법 제35조","도로교통법 152조 제1호, 형법 35조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제136조 제1항(벌금형 선택)

1. 노역장유치

형법 제70조, 제69조 제2항","형법 136조 제1항, 형법 70조"
"1. 범죄사실에 대한 해당법조

형법 제257조 제1항(벌금형 선택)

1. 노역장유치

형법 제70조, 제69조 제2항

[피고인이 이 사건 범행에 이르게 된 경위, 피해자 D의 피해변제를 위하여 200만 원을 공탁한 점, 반성하고 있는 점 등 제반 정상을 참작하여 주문과 같이 형을 정한다.]","형법 257조 제1항, 형법 70조"
"1. 범죄사실에 대한 해당법조

형법 제347조 제1항, 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조, 제42조 단서

1. 집행유예

형법  제62조 제1항(피해자와 합의되지  아니하였으나, 기망의  정도가 중하지  않고,    피해금액이 5,000만 원 미만이며, 피고인이  2005년 음주운전으로 벌금 70만 원의    처벌을 받은 외 다른 범죄전력이 없는 점 참작)

이상의 이유로 주문과 같이 판결한다.","형법 347조 제1항, 형법 37조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

형법 제141조 제1항, 제136조 제1항, 제257조 제1항

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예

형법 제62조 제1항(범행을 반성하고 있는 점, 범행경위, 피해자 최OO과 합의가 이루어진 점, 공용서류손상 및 공무집행방해의 동종 전과는 없는 점 등 참작)","형법 141조 제1항, 형법 37조, 형법 40조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

특정범죄가중처벌등에관한법률 제5조의3 제1항 제1호, 형법 제268조

1. 형의 선택

징역형 선택",형법 268조
"1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제357조 제2항, 제1항, 징역형 선택

1. 집행유예

형법 제62조 제1항","형법 357조 제2항, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

형법  제137조(위계공무집행방해의  점),  제136조  제1항(공무집행방해의  점),  폭력행위 등 처벌에 관한 법률 제7조(흉기 휴대의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 몰수

형법 제48조 제1항 제1호","형법 137조, 형법 37조, 형법 48조 제1항 제1호"
"1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제356조, 제355조 제1항(징역형 선택)

1. 집행유예

형법 제62조 제1항(아래 양형 이유 중 유리한 정상 참작)

1. 사회봉사명령

형법 제62조의2

양 형 이 유

[피고인에게 유리한 정상]

○ 범행사실 자백하며 반성하는 점

○ 피해자와 원만히 합의하였고, 역대 부산지구 총재 12명과 사무총장 등 20여 명도

피고인의 선처를 탄원하고 있는 점

○ 음주운전으로 벌금형을 한 차례 선고받은 것 외에는 전과가 없는 점

[피고인에게 불리한 정상]

○ 세계적인 봉사단체의 지구 총재로서 그 본분을 잊은 채 이 사건 범행을 저질렀

고, 그로 인해 회원들의 자긍심에 커다란 상처를 남긴 점

○  직접  세계대회준비위원회에  찾아가  계좌번호를  알려주면서  자신의  개인  계좌로

임대료를 입금할 것을 요구한 점

○ 범행사실 발각 후 감사의 요구로 임대료를 부산지구 계좌에 입금하였으나 그 직

후 이를 다시 인출하여 개인적인 용도에 사용한 점

○ 횡령 금액이 적지 않은 점

위와 같은 정상과 그 밖에 범행 동기, 수단과 결과, 피고인의 나이, 성행, 환경, 전과,범행 후의 정황 등 양형 조건이 되는 여러 가지 사정을 종합하여 주문과 같이 형을 정한다.

무 죄 부 분

1. 공소사실 요지

피고인 이○○는 2010. 7. 1.부터 2011. 6. 30.까지 ○○○○협회 부산지구 총재로서 지구 운영 전반을 총괄하였고, 피고인 조○○는 같은 기간 부산지구 재무총장으로지구 예산 및 자금집행 등 업무를 담당하였다. 피고인들은 2011. 3.경 부산지구 회관수도배관 교체 등 보수공사를 하게 되자 부산지구에서 공사업자에게 지급되는 공사비에서 비자금을 조성하여 이를 피고인 이○○가 사용하기로 공모하였다.

그리하여 피고인 조○○는 보수공사를 맡은 공사업자 강○○에게 예금계좌를 만들어달라고 하여 위 계좌를 관리하면서, 실제로는 위 공사대금이 5,400만 원에 불과함에도 그 금액을 부풀려 피해자 부산지구의 경리직원 김○○에게 8,900만 원을 공사대금으로 강○○의 위 계좌로 송금하라고 지시하였다. 이에 속은 김○○는 피고인 조○○의 지시대로 지출결의서 등을 작성하여 강○○의 위 계좌로 2011. 3. 10. 1,500만 원,2011.  3.  15. 1,500만 원, 2011.  3.  22.  2,400만  원,  2011.  4.  8.  3,500만  원  등  합계8,900만 원을 공사대금 명목으로 송금하였다. 그리고 피고인 조○○는 그 무렵 그 계좌에서  8,900만  원을  인출하여  강○○에게  공사대금  5,400만  원을  지급하고  나머지3,500만 원을 이○○에게 전달하였다.

계속하여 피고인 조○○는 2011. 6. 24.경 위와 같이 공사대금 지급이 완료되었음에도 김○○에게 ‘옥상방수 및 미장 등 공사대금 잔금’ 명목으로 2,500만 원을 추가로 지급해줄  것을  요구하였고,  이에  속은  김○○로부터  즉시  2,500만  원을  교부받아  이를이○○에게 전달하였다.","형법 356조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

◯  피고인 김○○ : 농수산물의 원산지 표시에 관한 법률 제14조, 제6조 제1항 제1호(농축산물 원산지 허위표시의 점, 징역형 선택), 형법 제357조 제2항, 제1항(배임증재의  점, 징역형 선택)

◯  피고인 ○○○미트비프 주식회사

농수산물의 원산지 표시에 관한 법률 제17조, 제14조, 제6조 제1항 제1호

◯  피고인 원○○, 박○○, 최○○, 박△△, 김△△ : 형법 제357조 제1항(판시 제2의  각 배임수재의 점, 징역형 선택)

1. 경합범가중

피고인 김○○, 원○○ : 형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예

피고인 김○○, 박○○, 최○○, 박△△, 김△△: 각 형법 제62조 제1항(아래 양형의  이유 중 유리한 사정을 참작)

1. 추  징

피고인 원○○, 최○○, 박○○, 박△△, 김△△ : 각 형법 제357조 제3항 후문

1. 가납명령(피고인 ○○○미트비프 주식회사)

형사소송법 제334조 제1항","형법 357조 제1항, 형법 357조 제2항, 형법 357조 제3항, 형법 37조, 형법 62조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

각 도로교통법 제152조 제1호, 제43조(벌금형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장유치

형법 제70조, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항

무죄부분

1. 공소사실의 요지

피고인은 음주운전으로 적발되어 2006. 10. 9.부터 2008. 10. 8.까지 자동차운전면허의 효력이 정지되어 위 기간 동안은 피고인 소유의 울산 00-0000호 화물차량을 운전할 수 없었으므로 피고인으로서는 유가보조금을 신청하거나, 유가보조금 전용카드를 사용하여 주유하여서도 아니 되었다.

그럼에도 피고인은 2007. 4. 17. 울산 중구 화봉동에 있는 북울산주유소에서 자신의 유가보조금 전용카드를 사용하여 위 화물차량에 94.53ℓ의 경유를 주입하고 해당 주유량에 대한 유가보조금 26,762원을 익월 카드결제시 자동 공제받는 방법으로 이를 교부받은 것을 비롯하여 위와같은 방법으로 별지 범죄일람표 기재와 같이 2006. 12. 29.부터 2008. 10. 6.경까지 모두 163회에 걸쳐 유가보조금 합계 4,439,773원을 교부받았다.","도로교통법 152조 제1호, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당 법조 및 형의 선택

각 형법 제347조의2, 제30조, 각 징역형 선택

1. 경합범가중

각 형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예(피고인 정○○)

형법 제62조 제1항","형법 347조, 형법 37조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

폭력행위등 처벌에 관한 법률 제3조 제1항, 제2조 제1항 제3호, 형법 제257조 제1항(흉기휴대 상해의 점), 형법 제329조(절도의 점, 징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조, 제42조 단서(형이 더 무거운 폭력행위등처벌에관한법률위반죄에 정한 형에 경합범가중)

1. 작량감경

형법 제53조, 제55조 제1항 제3호

1. 미결구금일수의 산입

형법 제57조

1. 몰수

형법 제48조 제1항

양형이유

피고인은 알코올에 의한 심신장애 상태에서 가정폭력 범죄를 저질러 2012. 5. 11. 이 법원으로부터 치료감호처분을 받은 바 있으나, 1년 6개월의 치료 후 정신과적 증상이 없다는 소견 아래 2013. 7. 1. 퇴소하면서 치료감호심의위원회로부터 3년간의 보호관찰을 받을 것을 통지받았다. 그러나 피고인은 퇴소한 직후인 2013. 8. 3. 치매 초기증세를 보이는 모친을 때려 존속폭행으로 입건되기도 하였고, 그 다음 달인 2013. 9. 1. 음주습관을 고치지 못한 채 이 사건 범행에 이르러 재범의 위험성이 매우 크다. 이 사건의 경우 피고인은 사소한 시비로 커터칼과 식칼을 이용하여 택시운전사에게 자상을 입히고 옷으로 목을 졸라 의식을 잃자 범행을 은폐하기 위하여 피해자를 산비탈 아래로 던지는 등 범행수법도 매우 불량하다. 나아가 범행 직후 피해자가 의식을 차리고 도주하자 피고인도 피해자의 택시를 운전하고 현장을 이탈하였음에도 피해자를 찾으려고 운전을 한 것이라는 등 상식에 어긋나는 변명을 하면서 절도 범의를 부인하고 있어 진정으로 범행을 반성하는 태도라고 보기도 어렵다. 피고인은 반성문을 통하여 아빠와 아들로서 도리를 다하고 싶다며 석방을 바라고 있으나, 노모와 자녀들에 대한 과거의 범행전력 등에 비추어 볼 때 가족관계를 이유로 선처하기는 어려운 것으로 판단된다. 여기에 이 사건 피해자가 입은 상해의 정도가 중하고 아무런 피해변상이 이루어지지 아니한 점 등까지 고려하여, 피고인을 상당한 기간의 실형에 처하기로 한다.

다만 피고인에게 다수의 폭력전과가 있으나 2000년 이후로는 벌금전과에 그쳤던 점, 피고인이 가족과 떨어져 지내는 등 자신의 처지를 비관한 나머지 자살할 마음을 먹은 것이 이 사건 범행에 이른 하나의 배경이 되었던 점 등을 형기에 고려하기로 하여 주문과 같이 형을 정한다.","형법 257조 제1항, 형법 329조, 형법 37조, 형법 48조 제1항, 형법 53조, 형법 57조"
"1. 범죄사실에 대한 해당법조

피고인들 : 형법 제347조 제1항, 제30조

1. 형의 선택

피고인들 : 징역형 선택

1. 경합범처리

피고인들 : 형법 제37조 후단, 제39조 제1항

1. 집행유예

피고인 2 : 형법 제62조 제1항

1. 사회봉사명령

피고인 2 : 형법 제62조의2 제1항, 보호관찰 등에 관한 법률 제59조

양 형 이 유

피해액이 상당히 크고, 아직 피해가 현실적으로 회복된 부분이 없으며, 피해자가 어렵게 마련한 투자액인 것으로 보여 피해자에게 심각한 피해를 야기했다고 볼 수 있다. 그러나 한편, 피해자도 보다 신중히 검토하였으면 피고인 A이 확정적 지위에 있지 아니하다는 사실을 알 수 있었을 것임에도 많은 이익을 바라고 현저히 부주의하게 투자함으로써 손해를 입게 된 것으로 보이고, 피해자가 투자한 금액 전부를 피고인들이 보유하지도 못하였으며, 피고인들에 대하여 이미 확정된 판결과 함께 판결하였을 경우의 형평도 고려하여야 한다.

이러한 사정에 피고인 A은 위 투자약정이 실현되지 않을 가능성이 높다는 사실을 피고인 B보다 더 잘 알았을 지위에 있다는 점, 피고인 B는 담보 제공 등 피해자의 피해를 회복시키기 위한 노력을 한 바 있는데, 피고인 A은 그러한 노력을 하였다는 점을 인정할 만한 자료가 없다는 점 등의 사정을 보태어 주문과 같이 형을 정하였다.

울 산 지 방 법 원

사회봉사명령 대상자의 준수사항

사       건    2012고단1521

피  고  인   B

피고인에게 선고된 사회봉사명령을 조건으로 한 판결이 확정되면 10일 이내에 보호관찰소에 신고하여야 하고, 피고인은 보호관찰관의 지도를 받으며 아래에 적힌 준수사항을 지키고 스스로 건전한 사회인이 되도록 노력하여야 합니다. 아래의 준수사항을 위반하는 때에는 구인될 수 있고, 집행유예가 취소될 수 있습니다.

일반 준수사항

1. 주거지에 상주하고 생업에 종사할 것.

2. 범죄로 이어지기 쉬운 나쁜 습관을 버리고 선행을 하며 범죄를 행할 우려가 있는 자들과 교제하거나 어울리지 말 것.

3. 보호관찰관의 지시․감독 및 방문에 순응할 것.

4. 사회봉사명령을 받을 경우 지시받은 사회봉사를 성실히 이행할 것.

5. 주거를 이전하거나 1월 이상의 국내외 여행을 할 때에는 미리 보호관찰관에게 신고할 것.

특별 준수사항

1. 피해자에게 손해를 배상하기 위하여 노력할 것.

판   사        이     승     엽","형법 347조 제1항, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

형법 제355조 제1항(횡령의 점, 징역형 선택), 제255조(공문서위조의 점), 제229조, 제255조(위조공문서행사의 점)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 355조 제1항, 형법 37조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

○ 피고인 A, C : 각 형법 제227조, 제30조(허위공문서작성의 점), 각 형법 제229조, 제227조, 제30조(허위작성공문서행사의 점), 각 형법 제137조(위계공무집행방해의 점, 판시 제3항의 행위는 형법 제30조), 각 벌금형 선택

○ 피고인 B : 각 형법 제227조, 제30조(허위공문서작성의  점), 각 형법 제229조,        제227조, 제30조(허위작성공문서행사의 점), 각 벌금형 선택

○ 피고인 E, D, F, G : 각 형법 제227조(허위공문서작성의 점, 피고인 F의 판시 제8의 가.항의 행위는 형법 제30조), 각 형법 제229조, 제227조(허위작성공문서행사의 점, 피고인 F의 판시 제8의 가.항의 행위는 형법 제30조), 각 형법 제137조(위계공무집행방해의 점), 각 벌금형 선택

1. 경합범가중(피고인들)

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장유치(피고인들)

형법 제70조, 제69조 제2항

1. 가납명령(피고인들)

형사소송법 제334조 제1항","형법 137조, 형법 227조, 형법 229조, 형법 30조, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

가. 피고인 봉◇◇, 김□□, 염△△

○ 피해자 (주)♤♤♤♤♤에 대한 위계업무방해 : 형법 제314조 제1항, 제313조, 제30조 (각 징역형 선택)

나. 피고인 안○○

○ 피해자 (주)♤♤♤♤♤에 대한 위계업무방해 : 형법 제314조 제1항, 제313조, 제30조 (징역형 선택)

○ 피해자 (주)◉◉◉◉◉◉, (주)△△△△△△에 대한 각 위계업무방해방조 : 각 형법 제314조 제1항, 제313조, 제32조 제1항 (각 징역형 선택)

다. 피고인 임◆◆

○ 피해자 (주)◉◉◉◉◉◉, (주)△△△△△△에 대한 각 위계업무방해 : 각 형법 제314조 제1항, 제313조, 제30조 (각 징역형 선택)

[피고인 김□□, 안○○, 염△△의 변호인은 피고인들의 행위가 위계에 의한 업무방해죄를 구성하지 않는다고 주장하나, 이미 대법원 2009. 10. 15. 선고 2007도9334 판결은 이 사건과 유사한 구조인 ‘특정 회사가 제공하는 게임사이트에서 정상적인 포커게임을 하고 있는 것처럼 가장하면서 통상적인 업무처리 과정에서 적발해 내기 어려운 이른바 자동수혈프로그램을 이용하여 약관상 양도가 금지되는 포커머니를 약속된 상대방에게 이전해 준 사안’에서, 이러한 행위는 회사의 정상적인 게임사이트 운영 업무를 방해한 것이므로 위계에 의한 업무방해죄를 구성한다고 판시한 바 있다.]

2. 방조감경

피고인 안○○ : 형법 제32조 제2항, 제55조 제1항 제3호 (각 업무방해방조죄에 대하여)

3. 경합범 가중

피고인 안○○, 임◆◆ : 각 형법 제37조 전단, 제38조 제1항 제2호, 제50조

4. 집행유예

피고인 봉◇◇, 안○○, 염△△, 임◆◆ : 각 형법 제62조 제1항

5. 보호관찰 및 사회봉사명령

피고인 봉◇◇, 안○○, 염△△, 임◆◆ : 각 형법 제62조의2

6. 몰수

피고인 김□□, 안○○, 염△△, 임◆◆ : 각 형법 제48조 제1항 제1호","형법 314조 제1항, 형법 32조 제2항, 형법 37조, 형법 48조 제1항 제1호, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

각 도로교통법 제148조의2 제3항 제2호, 제44조 제1항(징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 형법 37조"
"1. 범죄사실에 대한 해당법조

각 형법 제284조, 제283조 제1항(특수협박의 점), 도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점)

1. 상상적 경합1)

형법 제40조, 제50조(각 특수협박죄 상호간)

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 특수협박죄에 정한 형에 경합범가중. 다만, 하한은 도로교통법위반(음주운전)죄에 정한 형의 그것에 의한다]

1. 작량감경","도로교통법 148조, 형법 284조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법(2020. 6. 9. 법률 제17371호로 개정되기 전의 것) 제148조의2 제1항, 제44조 제1항, 벌금형 선택

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법(2020. 6. 9. 법률 제17371호로 개정되기 전의 것) 제148조의2 제1항, 제44조 제1항, 징역형 선택

1. 누범가중

형법 제35조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","형법 35조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

가. 피고인 A: 도로교통법 제148조의2 제3항 제3호, 제44조 제1항(음주운전의  점), 도로교통법 제148조의2 제1항, 제44조 제1항(2회 이상 음주운전의 점), 각 벌금형 선택나. 피고인 B: 각 도로교통법 제148조의2 제1항, 제44조 제1항, 각 징역형 선택

1. 경합범가중

가. 피고인 A: 형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 2회 이상 음주운전으로 인한 도로교통법위반(음주운전)죄에  정한 형에 두 죄의 장기형을 합산한 범위 내에서 경합범가중]

나. 피고인 B: 형법 제37조 전단, 제38조 제1항 제2호, 제50조[범정이 더 무거운 판시 제2의 나.항 기재 도로교통법위반(음주운전)죄에 정한 형에 경합범가중]

1. 작량감경","도로교통법 148조, 형법 37조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

구 도로교통법(2020. 6. 9. 법률 제17371호로 개정되기 전의 것) 제148조의2 제1항,  제44조 제1항, 징역형 선택

1. 작량감경",
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(벌금형 선택)

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(징역형 선택)

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(벌금형 선택)

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

각 도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[2021. 1. 8.자 도로교통법위반(음주운전)죄와 도로교통법위반(무면허운전)죄 상호간, 형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 152조 제1호, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항, 징역형 선택

1. 누범가중

형법 제35조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 35조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항, 벌금형 선택

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항, 벌금형 선택

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항, 제2항(징역형 선택)

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(벌금형 선택)

1. 작량감경

형법 제53조, 제55조 제1항 제6호(2006년경 음주운전으로 처벌받은 이후 현재까지    처벌 전력이 없는 점, 음주운전을 하게 된 경위 등 참작)","도로교통법 148조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제2항, 징역형 선택

1. 작량감경

형법 제53조, 제55조 제1항 제3호

1. 집행유예

형법 제62조 제1항

1. 수강명령 및 사회봉사명령

형법 제62조의2","도로교통법 148조, 형법 53조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제3항 제1호, 제44조 제1항(음주운전의 점). 도로교통법 제154조 제2호, 제43조(무면허운전의  점), 자동차손해배상 보장법 제46조 제3항 제2호, 제8조 본문(의무보험미가입 오토바이 운행의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범처리

형법 제37조 후단, 제39조 제1항

1. 경합범처리에 따른 감경

형법 제39조 제1항 후문, 제55조 제1항 제3호

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 154조 제2호, 보장법 46조 제3항 제2호, 형법 37조, 형법 39조 제1항, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄 가중처벌 등에 관한 법률 제5조의11 제1항 전단(위험운전치상의 점, 징역형 선택), 도로교통법 제148조의2 제3항 제2호, 제44조 제1항(음주운전의 점, 징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 정상참작감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 37조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄 가중처벌 등에 관한 법률 제5조의11 제1항(위험운전치상의 점), 도로교통법 제148조의2 제3항 제1호, 제44조 제1항(음주운전의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 정상참작감경

형법 제53조, 제55조 제1항 제3호

1. 집행유예

형법 제62조 제1항

1. 사회봉사명령 및 수강명령

형법 제62조의2","도로교통법 148조, 형법 37조, 형법 53조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제3항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제148조의2 제3항 제2호, 제44조 제1항(음주운전의  점), 각 도로교통법  제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 152조 제1호, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제3항 제3호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

징역형 선택","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법  제148조의2 제3항 제2호, 제44조 제1항(음주운전의  점, 벌금형  선택),    도로교통법 제148조의2 제1항, 제44조 제2항, 제1항(음주측정거부의 점, 벌금형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 정상참작감경

형법 제53조, 제55조 제1항 제3호

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 형법 37조, 형법 53조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제3항 제2호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

징역형 선택

1. 정상참작감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄 가중처벌 등에 관한 법률 제5조의11 제1항 전단(위험운전치상의 점, 징역형 선택), 도로교통법 제148조의2 제3항 제2호, 제44조 제1항(음주운전의 점, 징역형 선택)

1. 경합범가중

형법  제37조 전단, 제38조 제1항 제2호, 제50조(위 두죄의  장기형을 합산한 범위    내에서)

1. 집행유예

형법 제62조 제1항","도로교통법 148조, 형법 37조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법  제148조의2 제1항, 제44조 제1항(주취운전의  점), 도로교통법  제152조    제1호, 제43조(무면허운전의 점)

1. 상상적 경합의 처리

형법 제40조, 제50조(징역형 선택)

1. 누범 가중

형법 제35조","도로교통법 148조, 도로교통법 152조 제1호, 형법 35조, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제154조  제2호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

징역형 선택

1. 경합범의 처리

형법 제37조 후단, 제39조 제1항 전문

1. 작량감경","도로교통법 148조, 도로교통법 154조 제2호, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

구 도로교통법(2020. 6. 9. 법률 제17371호로 개정(시행: 2020. 12. 10.)되기  전의    것, 이하 '도로교통법'이라 한다) 제148조의2 제1항, 제44조 제1항(음주운전의  점),    도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌] 1. 형의 선택

징역형 선택","도로교통법 152조 제1호, 형법 40조"
